EmployeeID,Date,TasksCompleted,HoursWorked,EfficiencyScore
E014,2025-06-17,16,8.74,0.626
E014,2025-06-18,19,8.89,0.801
E014,2025-06-19,11,7.01,0.546
E014,2025-06-20,17,8.6,0.772
E014,2025-06-23,16,8.18,0.541
E014,2025-06-24,17,8.52,0.667
E014,2025-06-25,15,8.96,0.557
E014,2025-06-26,22,8.87,0.9
E014,2025-06-27,23,7.9,0.837
E014,2025-06-30,13,7.46,0.662
E014,2025-07-01,16,8.38,0.682
E014,2025-07-02,19,7.09,0.745
E014,2025-07-03,21,7.34,0.861
E014,2025-07-04,17,8.58,0.722
E014,2025-07-07,15,8.09,0.724
E014,2025-07-08,19,8.76,0.72
E014,2025-07-09,19,8.16,0.744
E014,2025-07-10,14,7.24,0.658
E014,2025-07-11,14,7.61,0.507
E014,2025-07-14,16,8.52,0.586
E014,2025-07-15,16,7.73,0.817
E014,2025-07-16,16,7.02,0.747
E014,2025-07-17,16,7.93,0.568
E014,2025-07-18,21,7.99,0.68
E014,2025-07-21,18,8.09,0.786
E014,2025-07-22,20,7.97,0.701
E014,2025-07-23,19,8.72,0.808
E014,2025-07-24,15,7.05,0.716
E014,2025-07-25,24,7.61,0.846
E014,2025-07-28,14,7.48,0.765
E014,2025-07-29,14,7.06,0.78
E014,2025-07-30,19,7.42,0.68
E014,2025-07-31,14,7.37,0.591
E014,2025-08-01,20,7.63,0.725
E014,2025-08-04,17,8.15,0.76
E014,2025-08-05,12,7.69,0.526
E014,2025-08-06,18,7.59,0.799
E014,2025-08-07,20,8.09,0.771
E014,2025-08-08,11,9.0,0.423
E014,2025-08-11,19,8.35,0.773
E014,2025-08-12,12,7.67,0.656
E014,2025-08-13,17,8.71,0.65
E014,2025-08-14,17,7.28,0.68
E014,2025-08-15,18,8.37,0.865
E014,2025-08-18,12,8.51,0.561
E014,2025-08-19,21,8.11,0.747
E014,2025-08-20,27,8.7,0.818
E014,2025-08-21,17,8.19,0.612
E014,2025-08-22,19,7.96,0.789
E014,2025-08-25,19,8.02,0.616
E014,2025-08-26,20,8.36,0.714
E014,2025-08-27,23,8.72,0.708
E014,2025-08-28,14,7.51,0.502
E014,2025-08-29,17,8.62,0.684
E014,2025-09-01,10,8.51,0.423
E014,2025-09-02,13,7.17,0.629
E014,2025-09-03,24,8.83,0.773
E014,2025-09-04,14,7.22,0.714
E014,2025-09-05,21,8.33,0.836
E014,2025-09-08,16,8.57,0.55
E014,2025-09-09,17,7.59,0.622
E014,2025-09-10,17,8.03,0.788
E014,2025-09-11,16,8.67,0.484
E014,2025-09-12,23,7.76,0.833
E014,2025-09-15,13,7.48,0.629
E014,2025-09-16,20,7.05,0.799
E014,2025-09-17,11,7.55,0.585
E014,2025-09-18,7,7.23,0.423
E014,2025-09-19,19,7.84,0.626
E014,2025-09-22,24,8.43,0.774
E014,2025-09-23,17,8.25,0.645
E014,2025-09-24,17,8.97,0.524
E014,2025-09-25,12,7.2,0.565
E014,2025-09-26,16,7.03,0.646
E014,2025-09-29,15,7.35,0.545
E014,2025-09-30,24,8.9,0.677
E015,2025-01-01,12,9.0,0.401
E015,2025-01-02,12,8.56,0.468
E015,2025-01-03,9,7.04,0.449
E015,2025-01-06,9,7.47,0.34
E015,2025-01-07,6,8.23,0.228
E015,2025-01-08,5,7.33,0.267
E015,2025-01-09,9,8.46,0.37
E015,2025-01-10,11,7.56,0.448
E015,2025-01-13,11,7.67,0.482
E015,2025-01-14,12,8.8,0.549
E015,2025-01-15,5,7.69,0.245
E015,2025-01-16,15,8.9,0.448
E015,2025-01-17,10,7.23,0.422
E015,2025-01-20,9,7.41,0.396
E015,2025-01-21,4,7.62,0.226
E015,2025-01-22,15,7.99,0.564
E015,2025-01-23,8,8.49,0.367
E015,2025-01-24,6,8.42,0.27
E015,2025-01-27,6,8.42,0.219
E015,2025-01-28,9,8.43,0.392
E015,2025-01-29,8,8.97,0.267
E015,2025-01-30,5,7.01,0.28
E015,2025-01-31,10,8.72,0.338
E015,2025-02-03,7,7.8,0.276
E015,2025-02-04,14,7.22,0.609
E015,2025-02-05,9,7.86,0.342
E015,2025-02-06,9,7.44,0.326
E015,2025-02-07,8,7.25,0.335
E015,2025-02-10,13,8.12,0.471
E015,2025-02-11,17,8.33,0.541
E015,2025-02-12,13,8.28,0.452
E015,2025-02-13,8,8.98,0.357
E015,2025-02-14,8,7.95,0.393
E015,2025-02-17,9,7.35,0.41
E015,2025-02-18,7,7.1,0.398
E015,2025-02-19,9,8.93,0.267
E015,2025-02-20,8,8.03,0.3
E015,2025-02-21,7,8.51,0.302
E015,2025-02-24,16,8.58,0.518
E015,2025-02-25,13,7.68,0.453
E015,2025-02-26,9,8.6,0.314
E015,2025-02-27,11,8.07,0.529
E015,2025-02-28,8,7.35,0.443
E015,2025-03-03,14,8.77,0.462
E015,2025-03-04,14,8.95,0.551
E015,2025-03-05,19,8.76,0.599
E015,2025-03-06,12,7.71,0.451
E015,2025-03-07,10,8.82,0.458
E015,2025-03-10,17,8.26,0.529
E015,2025-03-11,10,7.66,0.387
E015,2025-03-12,17,8.71,0.628
E015,2025-03-13,5,7.34,0.286
E015,2025-03-14,12,7.6,0.485
E015,2025-03-17,8,8.35,0.375
E015,2025-03-18,4,7.59,0.203
E015,2025-03-19,12,8.38,0.558
E015,2025-03-20,11,8.51,0.375
E015,2025-03-21,7,7.86,0.389
E015,2025-03-24,17,8.84,0.506
E015,2025-03-25,21,8.75,0.613
E015,2025-03-26,7,7.46,0.366
E015,2025-03-27,17,7.59,0.606
E015,2025-03-28,7,7.48,0.27
E015,2025-03-31,8,7.15,0.435
E015,2025-04-01,8,7.83,0.424
E015,2025-04-02,7,7.18,0.4
E015,2025-04-03,8,7.54,0.324
E015,2025-04-04,13,8.99,0.557
E015,2025-04-07,10,8.69,0.332
E015,2025-04-08,18,8.02,0.61
E015,2025-04-09,13,7.39,0.565
E015,2025-04-10,10,8.76,0.463
E015,2025-04-11,7,7.64,0.338
E015,2025-04-14,13,7.32,0.488
E015,2025-04-15,8,7.55,0.416
E015,2025-04-16,6,8.06,0.316
E015,2025-04-17,8,7.35,0.322
E015,2025-04-18,12,7.2,0.615
E015,2025-04-21,16,7.63,0.608
E015,2025-04-22,7,7.48,0.292
E015,2025-04-23,12,8.74,0.441
E015,2025-04-24,16,8.92,0.633
E015,2025-04-25,11,8.25,0.545
E015,2025-04-28,10,7.35,0.574
E015,2025-04-29,13,8.95,0.461
E015,2025-04-30,8,8.5,0.306
E015,2025-05-01,11,7.68,0.423
E015,2025-05-02,10,8.75,0.355
E015,2025-05-05,9,7.41,0.362
E015,2025-05-06,12,8.69,0.45
E015,2025-05-07,16,8.97,0.504
E015,2025-05-08,6,7.56,0.286
E015,2025-05-09,15,8.02,0.529
E015,2025-05-12,11,7.25,0.46
E015,2025-05-13,19,8.29,0.607
E015,2025-05-14,14,7.66,0.484
E015,2025-05-15,11,7.83,0.54
E015,2025-05-16,14,7.81,0.492
E015,2025-05-19,9,8.53,0.317
E015,2025-05-20,9,7.1,0.484
E015,2025-05-21,9,8.13,0.343
E015,2025-05-22,8,7.55,0.384
E015,2025-05-23,6,7.37,0.338
E015,2025-05-26,18,8.49,0.616
E015,2025-05-27,11,8.7,0.377
E015,2025-05-28,9,7.85,0.421
E015,2025-05-29,9,8.64,0.264
E015,2025-05-30,10,7.95,0.346
E015,2025-06-02,13,7.91,0.499
E015,2025-06-03,19,7.66,0.658
E015,2025-06-04,10,7.55,0.478
E015,2025-06-05,6,7.23,0.275
E015,2025-06-06,14,8.7,0.484
E015,2025-06-09,13,8.34,0.602
E015,2025-06-10,7,7.03,0.42
E015,2025-06-11,9,7.86,0.36
E015,2025-06-12,7,7.59,0.366
E015,2025-06-13,8,7.78,0.384
E015,2025-06-16,9,7.46,0.437
E015,2025-06-17,18,8.72,0.583
E015,2025-06-18,8,8.76,0.387
E015,2025-06-19,15,8.33,0.529
E015,2025-06-20,5,7.21,0.268
E015,2025-06-23,17,8.1,0.688
E015,2025-06-24,9,8.23,0.347
E015,2025-06-25,10,8.19,0.468
E015,2025-06-26,14,7.9,0.497
E015,2025-06-27,9,7.59,0.366
E015,2025-06-30,7,8.53,0.357
E015,2025-07-01,8,8.8,0.292
E015,2025-07-02,13,8.02,0.417
E015,2025-07-03,13,8.27,0.526
E015,2025-07-04,7,7.66,0.399
E015,2025-07-07,7,7.39,0.311
E015,2025-07-08,10,7.16,0.422
E015,2025-07-09,11,8.23,0.351
E015,2025-07-10,9,8.94,0.301
E015,2025-07-11,14,7.67,0.49
E015,2025-07-14,9,8.94,0.296
E015,2025-07-15,14,8.55,0.512
E015,2025-07-16,11,8.12,0.446
E015,2025-07-17,16,8.96,0.58
E015,2025-07-18,10,7.74,0.527
E015,2025-07-21,8,8.22,0.373
E015,2025-07-22,14,7.78,0.518
E015,2025-07-23,13,8.34,0.524
E015,2025-07-24,10,8.53,0.343
E015,2025-07-25,5,7.16,0.33
E015,2025-07-28,9,7.94,0.414
E015,2025-07-29,15,7.98,0.553
E015,2025-07-30,8,8.18,0.327
E015,2025-07-31,11,8.82,0.461
E015,2025-08-01,11,8.36,0.468
E015,2025-08-04,10,8.37,0.442
E015,2025-08-05,9,8.94,0.398
E015,2025-08-06,13,7.4,0.477
E015,2025-08-07,18,8.97,0.539
E015,2025-08-08,10,7.69,0.51
E015,2025-08-11,10,7.3,0.398
E015,2025-08-12,9,7.68,0.368
E015,2025-08-13,8,8.58,0.393
E015,2025-08-14,10,8.31,0.345
E015,2025-08-15,10,7.42,0.366
E015,2025-08-18,9,7.29,0.409
E015,2025-08-19,13,7.1,0.568
E015,2025-08-20,6,8.66,0.24
E015,2025-08-21,7,7.57,0.27
E015,2025-08-22,11,7.13,0.434
E015,2025-08-25,10,8.15,0.413
E015,2025-08-26,9,7.91,0.448
E015,2025-08-27,13,7.52,0.527
E015,2025-08-28,17,8.33,0.554
E015,2025-08-29,14,7.31,0.581
E015,2025-09-01,6,8.49,0.248
E015,2025-09-02,9,8.94,0.375
E015,2025-09-03,7,7.22,0.309
E015,2025-09-04,10,7.87,0.511
E015,2025-09-05,12,8.36,0.402
E015,2025-09-08,10,8.29,0.324
E015,2025-09-09,8,8.77,0.305
E015,2025-09-10,7,7.66,0.335
E015,2025-09-11,10,8.67,0.364
E015,2025-09-12,11,7.01,0.518
E015,2025-09-15,13,8.39,0.549
E015,2025-09-16,10,7.3,0.498
E015,2025-09-17,10,7.85,0.446
E015,2025-09-18,5,7.49,0.273
E015,2025-09-19,9,8.1,0.347
E015,2025-09-22,11,7.66,0.412
E015,2025-09-23,9,7.43,0.412
E015,2025-09-24,8,7.13,0.317
E015,2025-09-25,6,7.79,0.344
E015,2025-09-26,7,7.41,0.352
E015,2025-09-29,9,7.15,0.322
E015,2025-09-30,17,8.68,0.529
E016,2025-01-01,6,7.37,0.268
E016,2025-01-02,8,8.98,0.343
E016,2025-01-03,12,8.59,0.447
E016,2025-01-06,8,8.21,0.391
E016,2025-01-07,13,8.3,0.519
E016,2025-01-08,5,7.0,0.248
E016,2025-01-09,8,7.38,0.311
E016,2025-01-10,6,8.16,0.227
E016,2025-01-13,8,7.51,0.451
E016,2025-01-14,6,7.44,0.309
E016,2025-01-15,8,8.21,0.28
E016,2025-01-16,9,7.27,0.449
E016,2025-01-17,13,8.23,0.514
E016,2025-01-20,15,8.17,0.508
E016,2025-01-21,11,8.36,0.348
E016,2025-01-22,9,7.12,0.411
E016,2025-01-23,11,8.93,0.341
E016,2025-01-24,5,7.69,0.302
E016,2025-01-27,7,7.78,0.376
E016,2025-01-28,12,8.64,0.514
E016,2025-01-29,9,7.42,0.353
E016,2025-01-30,14,8.28,0.583
E016,2025-01-31,7,7.15,0.408
E016,2025-02-03,13,8.12,0.563
E016,2025-02-04,7,7.94,0.305
E016,2025-02-05,20,8.79,0.625
E016,2025-02-06,9,7.54,0.486
E016,2025-02-07,7,8.3,0.365
E016,2025-02-10,7,7.31,0.291
E016,2025-02-11,10,7.48,0.46
E016,2025-02-12,14,8.15,0.499
E016,2025-02-13,13,7.43,0.504
E016,2025-02-14,15,7.82,0.532
E016,2025-02-17,12,8.98,0.446
E016,2025-02-18,8,7.33,0.43
E016,2025-02-19,10,7.36,0.473
E016,2025-02-20,9,7.58,0.445
E016,2025-02-21,12,8.59,0.497
E016,2025-02-24,12,8.34,0.445
E016,2025-02-25,11,8.52,0.456
E016,2025-02-26,5,7.14,0.275
E016,2025-02-27,11,8.51,0.443
E016,2025-02-28,11,8.49,0.488
E016,2025-03-03,11,7.42,0.468
E016,2025-03-04,14,8.28,0.633
E016,2025-03-05,16,8.47,0.579
E016,2025-03-06,13,8.44,0.452
E016,2025-03-07,8,7.52,0.313
E016,2025-03-10,12,7.28,0.442
E016,2025-03-11,6,7.66,0.315
E016,2025-03-12,10,8.32,0.392
E016,2025-03-13,8,7.12,0.351
E016,2025-03-14,11,8.81,0.345
E016,2025-03-17,10,7.61,0.507
E016,2025-03-18,9,8.26,0.436
E016,2025-03-19,8,8.18,0.274
E016,2025-03-20,14,8.33,0.502
E016,2025-03-21,9,8.5,0.41
E016,2025-03-24,7,7.06,0.38
E016,2025-03-25,8,8.67,0.334
E016,2025-03-26,11,7.43,0.531
E016,2025-03-27,7,8.23,0.258
E016,2025-03-28,17,8.26,0.54
E016,2025-03-31,9,8.22,0.436
E016,2025-04-01,8,7.94,0.35
E016,2025-04-02,9,7.96,0.332
E016,2025-04-03,11,7.27,0.568
E016,2025-04-04,10,7.72,0.447
E016,2025-04-07,11,8.58,0.346
E016,2025-04-08,13,7.87,0.509
E016,2025-04-09,6,8.39,0.28
E016,2025-04-10,12,7.65,0.513
E016,2025-04-11,12,7.57,0.501
E016,2025-04-14,10,8.92,0.377
E016,2025-04-15,10,7.29,0.432
E016,2025-04-16,9,7.39,0.353
E016,2025-04-17,5,7.75,0.289
E016,2025-04-18,8,7.84,0.367
E016,2025-04-21,11,8.84,0.434
E016,2025-04-22,9,8.14,0.371
E016,2025-04-23,6,7.9,0.301
E016,2025-04-24,15,7.82,0.507
E016,2025-04-25,9,7.67,0.452
E016,2025-04-28,11,7.43,0.509
E016,2025-04-29,17,8.04,0.703
E016,2025-04-30,10,7.36,0.413
E016,2025-05-01,17,8.43,0.551
E016,2025-05-02,13,8.33,0.497
E016,2025-05-05,9,8.51,0.29
E016,2025-05-06,8,7.17,0.406
E016,2025-05-07,12,8.91,0.376
E016,2025-05-08,11,8.96,0.429
E016,2025-05-09,9,7.99,0.313
E016,2025-05-12,20,8.63,0.64
E016,2025-05-13,21,8.11,0.663
E016,2025-05-14,10,8.23,0.481
E016,2025-05-15,10,8.74,0.442
E016,2025-05-16,10,7.72,0.41
E016,2025-05-19,14,8.26,0.48
E016,2025-05-20,11,7.68,0.431
E016,2025-05-21,12,8.12,0.578
E016,2025-05-22,5,8.35,0.281
E016,2025-05-23,10,7.53,0.475
E016,2025-05-26,10,7.17,0.466
E016,2025-05-27,13,8.23,0.543
E016,2025-05-28,8,9.0,0.399
E016,2025-05-29,7,8.65,0.322
E016,2025-05-30,7,8.46,0.274
E016,2025-06-02,8,8.01,0.278
E016,2025-06-03,10,7.07,0.528
E016,2025-06-04,12,7.37,0.522
E016,2025-06-05,10,8.82,0.294
E016,2025-06-06,6,7.93,0.307
E016,2025-06-09,11,7.22,0.534
E016,2025-06-10,18,8.39,0.586
E016,2025-06-11,12,8.27,0.408
E016,2025-06-12,8,8.92,0.27
E016,2025-06-13,13,8.95,0.436
E016,2025-06-16,19,8.91,0.614
E016,2025-06-17,9,7.51,0.427
E016,2025-06-18,7,7.84,0.366
E016,2025-06-19,8,7.89,0.309
E016,2025-06-20,17,7.86,0.645
E016,2025-06-23,13,8.29,0.573
E016,2025-06-24,15,8.96,0.516
E016,2025-06-25,13,8.17,0.551
E016,2025-06-26,7,8.64,0.288
E016,2025-06-27,13,8.95,0.489
E016,2025-06-30,12,8.22,0.438
E016,2025-07-01,12,8.72,0.525
E016,2025-07-02,16,8.9,0.534
E016,2025-07-03,15,8.89,0.589
E016,2025-07-04,9,7.97,0.35
E016,2025-07-07,6,7.71,0.283
E016,2025-07-08,10,8.81,0.286
E016,2025-07-09,7,7.92,0.317
E016,2025-07-10,9,7.4,0.349
E016,2025-07-11,15,8.82,0.437
E016,2025-07-14,9,7.45,0.406
E016,2025-07-15,9,8.04,0.399
E016,2025-07-16,9,8.92,0.369
E016,2025-07-17,8,7.04,0.435
E016,2025-07-18,10,8.41,0.459
E016,2025-07-21,13,7.82,0.507
E016,2025-07-22,11,8.88,0.532
E016,2025-07-23,9,7.18,0.515
E016,2025-07-24,13,8.89,0.43
E016,2025-07-25,8,7.09,0.46
E016,2025-07-28,8,7.48,0.425
E016,2025-07-29,9,8.19,0.332
E016,2025-07-30,4,7.64,0.243
E016,2025-07-31,11,8.39,0.408
E016,2025-08-01,9,7.77,0.341
E016,2025-08-04,8,7.84,0.382
E016,2025-08-05,8,7.19,0.458
E016,2025-08-06,7,8.7,0.303
E016,2025-08-07,17,8.91,0.497
E016,2025-08-08,13,8.14,0.502
E016,2025-08-11,15,8.99,0.526
E016,2025-08-12,14,8.65,0.521
E016,2025-08-13,18,8.26,0.58
E016,2025-08-14,6,7.34,0.333
E016,2025-08-15,13,7.06,0.602
E016,2025-08-18,9,7.72,0.411
E016,2025-08-19,19,8.57,0.597
E016,2025-08-20,8,8.43,0.378
E016,2025-08-21,6,7.09,0.276
E016,2025-08-22,14,8.35,0.577
E016,2025-08-25,9,8.16,0.363
E016,2025-08-26,8,7.59,0.394
E016,2025-08-27,6,7.19,0.31
E016,2025-08-28,8,7.65,0.302
E016,2025-08-29,14,8.16,0.449
E016,2025-09-01,5,7.65,0.258
E016,2025-09-02,11,8.42,0.458
E016,2025-09-03,12,8.71,0.392
E016,2025-09-04,8,8.24,0.367
E016,2025-09-05,8,7.47,0.353
E016,2025-09-08,5,8.1,0.257
E016,2025-09-09,7,7.19,0.316
E016,2025-09-10,11,8.07,0.389
E016,2025-09-11,16,8.85,0.481
E016,2025-09-12,12,7.61,0.524
E016,2025-09-15,6,7.21,0.314
E016,2025-09-16,15,8.78,0.518
E016,2025-09-17,13,7.89,0.507
E016,2025-09-18,4,7.99,0.2
E016,2025-09-19,9,8.73,0.361
E016,2025-09-22,9,8.71,0.384
E016,2025-09-23,8,7.09,0.427
E016,2025-09-24,11,8.13,0.439
E016,2025-09-25,12,8.0,0.403
E016,2025-09-26,8,8.74,0.266
E016,2025-09-29,4,7.76,0.207
E016,2025-09-30,8,7.64,0.322
E017,2025-01-01,11,7.95,0.367
E017,2025-01-02,9,7.04,0.395
E017,2025-01-03,14,8.94,0.484
E017,2025-01-06,10,7.17,0.54
E017,2025-01-07,11,7.62,0.442
E017,2025-01-08,5,8.25,0.255
E017,2025-01-09,6,8.78,0.265
E017,2025-01-10,8,8.1,0.321
E017,2025-01-13,5,7.94,0.258
E017,2025-01-14,15,8.3,0.481
E017,2025-01-15,10,8.92,0.321
E017,2025-01-16,13,8.87,0.532
E017,2025-01-17,15,8.59,0.599
E017,2025-01-20,12,7.52,0.564
E017,2025-01-21,8,8.04,0.332
E017,2025-01-22,17,7.67,0.619
E017,2025-01-23,15,8.5,0.47
E017,2025-01-24,13,7.45,0.487
E017,2025-01-27,13,7.38,0.489
E017,2025-01-28,12,8.79,0.507
E017,2025-01-29,12,8.51,0.415
E017,2025-01-30,13,8.06,0.434
E017,2025-01-31,7,8.19,0.324
E017,2025-02-03,8,7.94,0.405
E017,2025-02-04,9,8.73,0.306
E017,2025-02-05,8,8.23,0.404
E017,2025-02-06,13,8.37,0.556
E017,2025-02-07,11,8.71,0.461
E017,2025-02-10,14,7.75,0.484
E017,2025-02-11,8,7.74,0.32
E017,2025-02-12,6,7.11,0.335
E017,2025-02-13,18,8.1,0.629
E017,2025-02-14,13,8.89,0.412
E017,2025-02-17,15,7.09,0.675
E017,2025-02-18,10,7.54,0.457
E017,2025-02-19,11,7.26,0.404
E017,2025-02-20,12,7.56,0.502
E017,2025-02-21,9,8.83,0.353
E017,2025-02-24,9,7.5,0.423
E017,2025-02-25,12,8.67,0.478
E017,2025-02-26,12,8.36,0.455
E017,2025-02-27,11,8.72,0.51
E017,2025-02-28,13,7.43,0.497
E017,2025-03-03,12,7.38,0.455
E017,2025-03-04,8,7.71,0.311
E017,2025-03-05,12,7.81,0.499
E017,2025-03-06,9,8.7,0.423
E017,2025-03-07,9,8.87,0.327
E017,2025-03-10,14,7.96,0.459
E017,2025-03-11,11,7.31,0.589
E017,2025-03-12,9,7.04,0.349
E017,2025-03-13,8,7.02,0.426
E017,2025-03-14,12,8.76,0.436
E017,2025-03-17,10,8.11,0.448
E017,2025-03-18,6,7.98,0.333
E017,2025-03-19,8,7.76,0.3
E017,2025-03-20,12,8.78,0.474
E017,2025-03-21,7,7.98,0.263
E017,2025-03-24,7,7.07,0.344
E017,2025-03-25,12,8.69,0.418
E017,2025-03-26,12,7.08,0.468
E017,2025-03-27,10,7.36,0.518
E017,2025-03-28,13,8.7,0.434
E017,2025-03-31,15,8.23,0.534
E017,2025-04-01,16,8.11,0.601
E017,2025-04-02,14,8.44,0.507
E017,2025-04-03,8,7.48,0.469
E017,2025-04-04,19,8.18,0.604
E017,2025-04-07,9,7.14,0.381
E017,2025-04-08,11,8.22,0.385
E017,2025-04-09,13,7.57,0.473
E017,2025-04-10,12,7.33,0.66
E017,2025-04-11,7,8.78,0.254
E017,2025-04-14,16,8.88,0.478
E017,2025-04-15,16,7.36,0.678
E017,2025-04-16,18,7.58,0.653
E017,2025-04-17,14,7.17,0.51
E017,2025-04-18,7,7.45,0.37
E017,2025-04-21,17,8.0,0.689
E017,2025-04-22,9,8.12,0.408
E017,2025-04-23,16,7.3,0.63
E017,2025-04-24,9,7.38,0.435
E017,2025-04-25,10,7.17,0.478
E017,2025-04-28,13,7.44,0.627
E017,2025-04-29,13,7.42,0.615
E017,2025-04-30,15,8.91,0.459
E017,2025-05-01,13,8.74,0.55
E017,2025-05-02,10,8.31,0.373
E017,2025-05-05,8,7.43,0.419
E017,2025-05-06,9,7.5,0.466
E017,2025-05-07,7,8.64,0.302
E017,2025-05-08,11,7.03,0.522
E017,2025-05-09,9,8.18,0.305
E017,2025-05-12,11,8.14,0.392
E017,2025-05-13,16,8.88,0.597
E017,2025-05-14,16,8.58,0.528
E017,2025-05-15,16,7.45,0.61
E017,2025-05-16,9,8.48,0.313
E017,2025-05-19,14,8.52,0.448
E017,2025-05-20,16,8.93,0.543
E017,2025-05-21,15,7.25,0.701
E017,2025-05-22,8,7.58,0.413
E017,2025-05-23,13,7.51,0.612
E017,2025-05-26,9,8.31,0.431
E017,2025-05-27,11,7.48,0.465
E017,2025-05-28,6,7.07,0.274
E017,2025-05-29,13,8.99,0.482
E017,2025-05-30,16,8.93,0.496
E017,2025-06-02,10,8.02,0.453
E017,2025-06-03,8,7.85,0.402
E017,2025-06-04,12,7.29,0.647
E017,2025-06-05,9,8.97,0.4
E017,2025-06-06,9,7.82,0.427
E017,2025-06-09,13,7.61,0.48
E017,2025-06-10,15,7.51,0.621
E017,2025-06-11,12,8.56,0.511
E017,2025-06-12,12,7.13,0.529
E017,2025-06-13,16,8.34,0.49
E017,2025-06-16,12,7.21,0.593
E017,2025-06-17,12,8.34,0.608
E017,2025-06-18,11,8.68,0.451
E017,2025-06-19,19,8.11,0.672
E017,2025-06-20,14,8.63,0.507
E017,2025-06-23,14,8.03,0.576
E017,2025-06-24,16,7.28,0.658
E017,2025-06-25,17,7.95,0.597
E017,2025-06-26,13,7.89,0.606
E017,2025-06-27,7,7.49,0.351
E017,2025-06-30,9,8.79,0.422
E017,2025-07-01,16,8.23,0.704
E017,2025-07-02,12,8.72,0.529
E017,2025-07-03,9,7.19,0.493
E017,2025-07-04,16,8.8,0.46
E017,2025-07-07,14,8.94,0.448
E017,2025-07-08,16,7.8,0.617
E017,2025-07-09,11,7.55,0.451
E017,2025-07-10,16,8.09,0.557
E017,2025-07-11,14,8.58,0.622
E017,2025-07-14,12,8.69,0.508
E017,2025-07-15,11,8.92,0.408
E017,2025-07-16,5,7.21,0.296
E017,2025-07-17,11,7.38,0.499
E017,2025-07-18,15,8.0,0.644
E017,2025-07-21,10,7.15,0.559
E017,2025-07-22,16,8.83,0.608
E017,2025-07-23,16,8.0,0.512
E017,2025-07-24,14,8.55,0.581
E017,2025-07-25,9,8.89,0.408
E017,2025-07-28,14,7.55,0.648
E017,2025-07-29,9,8.17,0.374
E017,2025-07-30,17,8.63,0.524
E017,2025-07-31,10,8.15,0.356
E017,2025-08-01,8,7.27,0.447
E017,2025-08-04,5,8.25,0.244
E017,2025-08-05,10,7.38,0.351
E017,2025-08-06,8,8.31,0.315
E017,2025-08-07,13,8.69,0.464
E017,2025-08-08,18,7.81,0.604
E017,2025-08-11,16,7.95,0.565
E017,2025-08-12,16,8.93,0.625
E017,2025-08-13,12,7.36,0.583
E017,2025-08-14,13,7.29,0.541
E017,2025-08-15,11,8.13,0.488
E017,2025-08-18,13,8.94,0.531
E017,2025-08-19,8,7.56,0.457
E017,2025-08-20,12,8.91,0.472
E017,2025-08-21,14,8.95,0.473
E017,2025-08-22,20,8.4,0.683
E017,2025-08-25,11,7.59,0.456
E017,2025-08-26,8,8.63,0.358
E017,2025-08-27,12,8.08,0.513
E017,2025-08-28,8,7.7,0.435
E017,2025-08-29,16,7.74,0.625
E017,2025-09-01,12,8.35,0.415
E017,2025-09-02,10,7.56,0.544
E017,2025-09-03,10,7.87,0.402
E017,2025-09-04,11,7.12,0.476
E017,2025-09-05,11,7.7,0.431
E017,2025-09-08,15,8.27,0.534
E017,2025-09-09,4,7.28,0.245
E017,2025-09-10,13,7.34,0.496
E017,2025-09-11,18,8.76,0.617
E017,2025-09-12,13,7.14,0.589
E017,2025-09-15,12,7.62,0.428
E017,2025-09-16,10,7.06,0.421
E017,2025-09-17,17,8.86,0.526
E017,2025-09-18,7,7.52,0.368
E017,2025-09-19,10,8.75,0.411
E017,2025-09-22,10,8.94,0.406
E017,2025-09-23,7,7.84,0.381
E017,2025-09-24,12,8.13,0.494
E017,2025-09-25,19,8.53,0.622
E017,2025-09-26,17,8.73,0.521
E017,2025-09-29,11,7.1,0.416
E017,2025-09-30,7,7.24,0.373
E018,2025-01-01,13,7.5,0.553
E018,2025-01-02,18,8.04,0.695
E018,2025-01-03,13,8.04,0.655
E018,2025-01-06,13,8.79,0.406
E018,2025-01-07,21,8.88,0.831
E018,2025-01-08,21,8.78,0.657
E018,2025-01-09,13,8.52,0.583
E018,2025-01-10,10,8.99,0.447
E018,2025-01-13,24,7.96,0.837
E018,2025-01-14,17,8.9,0.735
E018,2025-01-15,15,7.86,0.512
E018,2025-01-16,19,7.42,0.653
E018,2025-01-17,13,8.8,0.519
E018,2025-01-20,12,7.72,0.578
E018,2025-01-21,12,7.37,0.519
E018,2025-01-22,23,8.27,0.794
E018,2025-01-23,19,7.9,0.709
E018,2025-01-24,13,7.49,0.506
E018,2025-01-27,9,7.43,0.492
E018,2025-01-28,17,7.01,0.781
E018,2025-01-29,18,7.31,0.748
E018,2025-01-30,11,8.31,0.49
E018,2025-01-31,9,7.41,0.466
E018,2025-02-03,18,7.88,0.631
E018,2025-02-04,12,7.25,0.672
E018,2025-02-05,25,8.16,0.789
E018,2025-02-06,18,7.82,0.781
E018,2025-02-07,16,8.92,0.537
E018,2025-02-10,19,7.74,0.778
E018,2025-02-11,20,8.89,0.573
E018,2025-02-12,10,7.3,0.473
E018,2025-02-13,11,7.91,0.494
E018,2025-02-14,13,7.19,0.584
E018,2025-02-17,29,8.69,0.874
E018,2025-02-18,23,8.32,0.746
E018,2025-02-19,17,8.54,0.515
E018,2025-02-20,23,8.75,0.761
