EmployeeID,Date,FeedbackText,Sentiment_Score,Sentiment_Score_Normalized,Sentiment_Label
E041,2025-09-30,The expectations are unclear for my role.,0.0,0.5,Neutral
E042,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E042,2025-02-28,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E042,2025-03-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E042,2025-04-30,Workload feels overwhelming lately.,0.1,0.55,Neutral
E042,2025-05-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E042,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E042,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E042,2025-08-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E042,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E043,2025-01-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E043,2025-02-28,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E043,2025-03-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E043,2025-04-30,There is a lack of communication from management.,0.0,0.5,Neutral
E043,2025-05-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E043,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E043,2025-07-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E043,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E043,2025-09-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E044,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E044,2025-02-28,There is a lack of communication from management.,0.0,0.5,Neutral
E044,2025-03-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E044,2025-04-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E044,2025-05-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E044,2025-06-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E044,2025-07-31,There is a lack of communication from management.,0.0,0.5,Neutral
E044,2025-08-31,There is a lack of communication from management.,0.0,0.5,Neutral
E044,2025-09-30,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E045,2025-01-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E045,2025-02-28,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E045,2025-03-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E045,2025-04-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E045,2025-05-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E045,2025-06-30,I enjoy coming to work every day.,0.4,0.7,Positive
E045,2025-07-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E045,2025-08-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E045,2025-09-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E046,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E046,2025-02-28,I enjoy coming to work every day.,0.4,0.7,Positive
E046,2025-03-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E046,2025-04-30,Great collaboration across departments.,0.8,0.9,Positive
E046,2025-05-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E046,2025-06-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E046,2025-07-31,I enjoy coming to work every day.,0.4,0.7,Positive
E046,2025-08-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E046,2025-09-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E047,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E047,2025-02-28,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E047,2025-03-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E047,2025-04-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E047,2025-05-31,Great collaboration across departments.,0.8,0.9,Positive
E047,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E047,2025-07-31,I enjoy coming to work every day.,0.4,0.7,Positive
E047,2025-08-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E047,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E048,2025-01-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E048,2025-02-28,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E048,2025-03-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E048,2025-04-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E048,2025-05-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E048,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E048,2025-07-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E048,2025-08-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E048,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E049,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E049,2025-02-28,I enjoy coming to work every day.,0.4,0.7,Positive
E049,2025-03-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E049,2025-04-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E049,2025-05-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E049,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E049,2025-07-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E049,2025-08-31,Great collaboration across departments.,0.8,0.9,Positive
E049,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E050,2025-01-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E050,2025-02-28,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E050,2025-03-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E050,2025-04-30,I enjoy coming to work every day.,0.4,0.7,Positive
E050,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E050,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E050,2025-07-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E050,2025-08-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E050,2025-09-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E051,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E051,2025-02-28,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E051,2025-03-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E051,2025-04-30,Workload feels overwhelming lately.,0.1,0.55,Neutral
E051,2025-05-31,Great collaboration across departments.,0.8,0.9,Positive
E051,2025-06-30,I enjoy coming to work every day.,0.4,0.7,Positive
E051,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E051,2025-08-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E051,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E052,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E052,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E052,2025-03-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E052,2025-04-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E052,2025-05-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E052,2025-06-30,Great collaboration across departments.,0.8,0.9,Positive
E052,2025-07-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E052,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E052,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E053,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E053,2025-02-28,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E053,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E053,2025-04-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E053,2025-05-31,I enjoy coming to work every day.,0.4,0.7,Positive
E053,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E053,2025-07-31,There is a lack of communication from management.,0.0,0.5,Neutral
E053,2025-08-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E053,2025-09-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E054,2025-01-31,Great collaboration across departments.,0.8,0.9,Positive
E054,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E054,2025-03-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E054,2025-04-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E054,2025-05-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E054,2025-06-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E054,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E054,2025-08-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E054,2025-09-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E055,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E055,2025-02-28,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E055,2025-03-31,Great collaboration across departments.,0.8,0.9,Positive
E055,2025-04-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E055,2025-05-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E055,2025-06-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E055,2025-07-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E055,2025-08-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E055,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E056,2025-01-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E056,2025-02-28,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E056,2025-03-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E056,2025-04-30,There is a lack of communication from management.,0.0,0.5,Neutral
E056,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E056,2025-06-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E056,2025-07-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E056,2025-08-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E056,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E057,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E057,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E057,2025-03-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E057,2025-04-30,I enjoy coming to work every day.,0.4,0.7,Positive
E057,2025-05-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E057,2025-06-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E057,2025-07-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E057,2025-08-31,Great collaboration across departments.,0.8,0.9,Positive
E057,2025-09-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E058,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E058,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E058,2025-03-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E058,2025-04-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E058,2025-05-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E058,2025-06-30,The expectations are unclear for my role.,0.0,0.5,Neutral
E058,2025-07-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E058,2025-08-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E058,2025-09-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E059,2025-01-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E059,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E059,2025-03-31,Great collaboration across departments.,0.8,0.9,Positive
E059,2025-04-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E059,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E059,2025-06-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E059,2025-07-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E059,2025-08-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E059,2025-09-30,The expectations are unclear for my role.,0.0,0.5,Neutral
E060,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E060,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E060,2025-03-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E060,2025-04-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E060,2025-05-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E060,2025-06-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E060,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E060,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E060,2025-09-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E061,2025-01-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E061,2025-02-28,I enjoy coming to work every day.,0.4,0.7,Positive
E061,2025-03-31,Great collaboration across departments.,0.8,0.9,Positive
E061,2025-04-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E061,2025-05-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E061,2025-06-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E061,2025-07-31,There is a lack of communication from management.,0.0,0.5,Neutral
E061,2025-08-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E061,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E062,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E062,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E062,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E062,2025-04-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E062,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E062,2025-06-30,The expectations are unclear for my role.,0.0,0.5,Neutral
E062,2025-07-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E062,2025-08-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E062,2025-09-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E063,2025-01-31,Great collaboration across departments.,0.8,0.9,Positive
E063,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E063,2025-03-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E063,2025-04-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E063,2025-05-31,Great collaboration across departments.,0.8,0.9,Positive
E063,2025-06-30,Great collaboration across departments.,0.8,0.9,Positive
E063,2025-07-31,I enjoy coming to work every day.,0.4,0.7,Positive
E063,2025-08-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E063,2025-09-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E064,2025-01-31,Great collaboration across departments.,0.8,0.9,Positive
E064,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E064,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E064,2025-04-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E064,2025-05-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E064,2025-06-30,I enjoy coming to work every day.,0.4,0.7,Positive
E064,2025-07-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E064,2025-08-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E064,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E065,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E065,2025-02-28,Great collaboration across departments.,0.8,0.9,Positive
E065,2025-03-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E065,2025-04-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E065,2025-05-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E065,2025-06-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E065,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E065,2025-08-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E065,2025-09-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E066,2025-01-31,There is a lack of communication from management.,0.0,0.5,Neutral
E066,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E066,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E066,2025-04-30,Workload feels overwhelming lately.,0.1,0.55,Neutral
E066,2025-05-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E066,2025-06-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E066,2025-07-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E066,2025-08-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E066,2025-09-30,The expectations are unclear for my role.,0.0,0.5,Neutral
E067,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E067,2025-02-28,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E067,2025-03-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E067,2025-04-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E067,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E067,2025-06-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E067,2025-07-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E067,2025-08-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E067,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E068,2025-01-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E068,2025-02-28,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E068,2025-03-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E068,2025-04-30,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E068,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E068,2025-06-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E068,2025-07-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E068,2025-08-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E068,2025-09-30,Workload feels overwhelming lately.,0.1,0.55,Neutral
E069,2025-01-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E069,2025-02-28,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E069,2025-03-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E069,2025-04-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E069,2025-05-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E069,2025-06-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E069,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E069,2025-08-31,Great collaboration across departments.,0.8,0.9,Positive
E069,2025-09-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E070,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E070,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E070,2025-03-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E070,2025-04-30,There is a lack of communication from management.,0.0,0.5,Neutral
E070,2025-05-31,Great collaboration across departments.,0.8,0.9,Positive
E070,2025-06-30,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E070,2025-07-31,I enjoy coming to work every day.,0.4,0.7,Positive
E070,2025-08-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E070,2025-09-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E071,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E071,2025-02-28,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E071,2025-03-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E071,2025-04-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E071,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E071,2025-06-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E071,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E071,2025-08-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E071,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E072,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E072,2025-02-28,There is a lack of communication from management.,0.0,0.5,Neutral
E072,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E072,2025-04-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E072,2025-05-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E072,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E072,2025-07-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E072,2025-08-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E072,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E073,2025-01-31,There is a lack of communication from management.,0.0,0.5,Neutral
E073,2025-02-28,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E073,2025-03-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E073,2025-04-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E073,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E073,2025-06-30,Workload feels overwhelming lately.,0.1,0.55,Neutral
E073,2025-07-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E073,2025-08-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E073,2025-09-30,Great collaboration across departments.,0.8,0.9,Positive
E074,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E074,2025-02-28,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E074,2025-03-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E074,2025-04-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E074,2025-05-31,I enjoy coming to work every day.,0.4,0.7,Positive
E074,2025-06-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E074,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E074,2025-08-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E074,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E075,2025-01-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E075,2025-02-28,I enjoy coming to work every day.,0.4,0.7,Positive
E075,2025-03-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E075,2025-04-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E075,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E075,2025-06-30,I enjoy coming to work every day.,0.4,0.7,Positive
E075,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E075,2025-08-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E075,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E076,2025-01-31,Great collaboration across departments.,0.8,0.9,Positive
E076,2025-02-28,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E076,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E076,2025-04-30,I enjoy coming to work every day.,0.4,0.7,Positive
E076,2025-05-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E076,2025-06-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E076,2025-07-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E076,2025-08-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E076,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E077,2025-01-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E077,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E077,2025-03-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E077,2025-04-30,There is a lack of communication from management.,0.0,0.5,Neutral
E077,2025-05-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E077,2025-06-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E077,2025-07-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E077,2025-08-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E077,2025-09-30,There is a lack of communication from management.,0.0,0.5,Neutral
E078,2025-01-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E078,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E078,2025-03-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E078,2025-04-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E078,2025-05-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E078,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E078,2025-07-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E078,2025-08-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E078,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E079,2025-01-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E079,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E079,2025-03-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E079,2025-04-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E079,2025-05-31,Great collaboration across departments.,0.8,0.9,Positive
E079,2025-06-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E079,2025-07-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E079,2025-08-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E079,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E080,2025-01-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E080,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E080,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E080,2025-04-30,I enjoy coming to work every day.,0.4,0.7,Positive
E080,2025-05-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E080,2025-06-30,Great collaboration across departments.,0.8,0.9,Positive
E080,2025-07-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E080,2025-08-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E080,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E081,2025-01-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E081,2025-02-28,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E081,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E081,2025-04-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E081,2025-05-31,Great collaboration across departments.,0.8,0.9,Positive
E081,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E081,2025-07-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E081,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E081,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E082,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E082,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E082,2025-03-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E082,2025-04-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E082,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E082,2025-06-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
